Model;Brand;year;quarter;month;month_id;Audio_jack;battery_removable;battery_amps;battery_type;Bluetooth;Display_type;aspect_ratio;screen_body_ratio;GPS;Radio;ram_MB;im_MB;primary_camera_MP;primary_camera_autofocus;primary_camera_LED_flash;primary_camera_VGA;sensor_accelerometer;sensor_fingerprint;sensor_fingerprint_mounted;sensor_heart_rate;sensor_iris_scanner;sensor_proximity;sensor_temperature
_Z560;Samsung;2006;1;February;2;N;Y;900;Li-Ion;Y;TFT  256K colors;1.3333333333;32;N;N;null;20.0;2.0;Y;N;N;N;N;null;N;N;N;N
_X300;Samsung;2006;1;February;2;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;24;N;Y;null;1.0;null;N;N;N;N;N;null;N;N;N;N
_D300;Samsung;2006;1;February;2;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;32;N;N;null;5.0;null;N;N;N;N;N;null;N;N;N;N
_P900;Samsung;2006;1;February;2;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;33;N;N;null;80.0;2.0;N;N;N;N;N;null;N;N;N;N
_D870;Samsung;2006;1;March;3;N;Y;null;null;Y;TFT  256K colors;1.3333333333;25;N;N;null;80.0;3.15;N;Y;N;N;N;null;N;N;N;N
_E370;Samsung;2006;1;March;3;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;27;N;N;null;40.0;1.3;N;Y;N;N;N;null;N;N;N;N
_i310;Samsung;2006;1;March;3;N;Y;null;null;Y;TFT  65K colors;1.3333333333;22;N;N;64.0;8000.0;2.0;N;Y;N;N;N;null;N;N;N;N
_E900;Samsung;2006;1;March;3;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;N;null;80.0;2.0;N;Y;N;N;N;null;N;N;N;N
_D780 flip;Samsung;2006;1;March;3;N;Y;null;null;Y;TFT  65K colors;1.25;null;N;N;null;80.0;2.0;N;N;N;N;N;null;N;N;N;N
_Z400;Samsung;2006;1;March;3;N;Y;null;null;Y;TFT  256K colors;1.3333333333;26;N;N;null;30.0;2.0;N;N;N;N;N;null;N;N;N;N
_Z550;Samsung;2006;1;March;3;N;Y;null;null;Y;TFT  256K colors;1.3333333333;29;N;N;null;138.0;2.0;N;N;N;N;N;null;N;N;N;N
_ZV50;Samsung;2006;1;March;3;N;Y;900;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;N;null;30.0;2.0;N;N;N;N;N;null;N;N;N;N
_X680;Samsung;2006;2;null;null;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;26;N;N;null;30.0;null;N;N;Y;N;N;null;N;N;N;N
_X630;Samsung;2006;2;null;null;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;20;N;Y;null;28.0;null;N;N;Y;N;N;null;N;N;N;N
_P920;Samsung;2006;2;null;null;N;Y;1000;Li-Ion;Y;TFT  256K colors;1.3333333333;32;N;N;null;20.0;1.3;N;N;N;N;N;null;N;N;N;N
_D900;Samsung;2006;2;June;6;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;25;N;N;null;60.0;3.15;Y;Y;N;N;N;null;N;N;N;N
_C240;Samsung;2006;2;June;6;N;Y;750;Li-Ion;N;UFB  65K colors;1.0;18;N;Y;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_D840;Samsung;2006;2;June;6;N;Y;700;Li-Ion;Y;TFT  256K colors;1.3333333333;27;N;N;null;80.0;2.0;N;Y;N;N;N;null;N;N;N;N
_D830;Samsung;2006;2;June;6;N;Y;630;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;N;null;80.0;2.0;N;N;N;N;N;null;N;N;N;N
_X500;Samsung;2006;2;June;6;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;25;N;N;null;8.0;null;N;N;N;N;N;null;N;N;N;N
_T509;Samsung;2006;2;May;5;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;21;N;N;null;7.0;null;N;N;Y;N;N;null;N;N;N;N
_X820;Samsung;2006;2;May;5;N;Y;630;Li-Po;Y;TFT  256K colors;1.25;18;N;N;null;80.0;2.0;N;N;N;N;N;null;N;N;N;N
_E500;Samsung;2006;2;May;5;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;25;N;N;null;60.0;1.3;N;N;N;N;N;null;N;N;N;N
_C130;Samsung;2006;2;May;5;N;Y;750;Li-Ion;N;CSTN  65K colors;1.0;17;N;N;null;8.0;null;N;N;N;N;N;null;N;N;N;N
_X210;Samsung;2006;2;May;5;N;Y;null;Li-Ion;N;TFT  65K colors;1.25;null;N;Y;null;8.0;null;N;N;N;N;N;null;N;N;N;N
_T629;Samsung;2006;3;null;null;N;Y;null;Li-Ion;Y;TFT  256K colors;1.25;27;N;N;null;17.0;1.3;N;N;N;N;N;null;N;N;N;N
_Z720;Samsung;2006;3;August;8;N;Y;900;Li-Ion;Y;TFT  256K colors;1.3333333333;25;N;N;null;20.0;3.15;Y;N;N;N;N;null;N;N;N;N
_Z370;Samsung;2006;3;August;8;N;Y;900;Li-Ion;Y;TFT  256K colors;1.25;20;N;N;null;20.0;2.0;N;N;N;N;N;null;N;N;N;N
_Z620;Samsung;2006;3;August;8;N;Y;900;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;N;null;20.0;2.0;N;N;N;N;N;null;N;N;N;N
_S401i;Samsung;2006;3;July;7;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;null;N;N;null;25.0;null;N;N;Y;N;N;null;N;N;N;N
_P200;Samsung;2006;3;July;7;N;Y;800;Li-Ion;N;TFT  256K colors;1.25;27;N;N;null;80.0;1.3;N;N;N;N;N;null;N;N;N;N
_E380;Samsung;2006;3;July;7;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;26;N;N;null;40.0;1.3;N;N;N;N;N;null;N;N;N;N
_S501i;Samsung;2006;3;July;7;N;Y;750;Li-Ion;Y;TFT  256K colors;1.25;null;N;N;null;80.0;1.3;N;N;N;N;N;null;N;N;N;N
_ZV40;Samsung;2006;3;July;7;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;26;N;N;null;30.0;1.3;N;N;N;N;N;null;N;N;N;N
_C400;Samsung;2006;3;September;9;N;Y;750;Li-Ion;N;TFT  65K colors;1.25;null;N;N;null;8.0;null;N;N;Y;N;N;null;N;N;N;N
_X830;Samsung;2006;3;September;9;N;Y;800;Li-Po;Y;TFT  256K colors;1.71875;23;N;N;null;1000.0;1.3;N;N;N;N;N;null;N;N;N;N
_P310;Samsung;2006;3;September;9;N;Y;550;Li-Po;Y;TFT  256K colors;1.3333333333;24;N;N;null;80.0;2.0;N;Y;N;N;N;null;N;N;N;N
_Z230;Samsung;2006;3;September;9;N;Y;900;Li-Ion;Y;TFT  256K colors;1.25;26;N;N;null;28.0;1.3;N;N;N;N;N;null;N;N;N;N
_i607 BlackJack;Samsung;2006;4;December;12;N;Y;1200;Li-Ion;Y;TFT  65K colors;1.3333333333;24;N;N;64.0;128.0;1.3;N;N;N;N;N;null;N;N;N;N
_i600;Samsung;2006;4;December;12;N;Y;1200;Li-Ion;Y;TFT  65K colors;1.3333333333;24;N;N;64.0;128.0;1.3;N;N;N;N;N;null;N;N;N;N
_P940;Samsung;2006;4;December;12;N;Y;null;null;Y;TFT  256K colors;1.3333333333;null;N;N;null;null;2.0;N;N;N;N;N;null;N;N;N;N
_F500;Samsung;2006;4;December;12;N;Y;900;Li-Ion;Y;TFT  256K colors;1.3333333333;30;N;N;null;350.0;2.0;N;N;N;N;N;null;N;N;N;N
_P930;Samsung;2006;4;December;12;N;Y;950;Li-Ion;Y;TFT  256K colors;1.3333333333;31;N;N;null;20.0;2.0;N;N;N;N;N;null;N;N;N;N
_F300;Samsung;2006;4;December;12;N;Y;720;Li-Ion;Y;TFT  256K colors;1.25;30;N;Y;null;128.0;2.0;N;N;N;N;N;null;N;N;N;N
_E690;Samsung;2006;4;November;11;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;27;N;Y;null;16.0;null;N;N;Y;N;N;null;N;N;N;N
_E490;Samsung;2006;4;November;11;N;Y;850;Li-Ion;Y;TFT  65K colors;1.25;33;N;N;null;22.0;1.3;N;N;N;N;N;null;N;N;N;N
_E480;Samsung;2006;4;November;11;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;27;N;Y;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_E420;Samsung;2006;4;October;10;N;Y;750;Li-Ion;N;OLED  65K colors;1.25;26;N;N;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_X510;Samsung;2006;4;October;10;N;Y;800;Li-Ion;N;UFB  65K colors;1.25;26;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_X530;Samsung;2006;4;October;10;N;Y;750;Li-Ion;N;TFT  65K colors;1.25;26;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_X520;Samsung;2006;4;October;10;N;Y;750;Li-Ion;N;TFT  65K colors;1.25;30;N;Y;null;8.0;null;N;N;Y;N;N;null;N;N;N;N
_E250;Samsung;2006;4;October;10;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;25;N;Y;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_X540;Samsung;2006;4;October;10;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;27;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_E898;Samsung;2006;4;October;10;N;Y;null;null;Y;TFT resistive touchscreen  256K colors;1.3333333333;null;N;N;null;80.0;1.3;N;N;N;N;N;null;N;N;N;N
_E390;Samsung;2006;4;October;10;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;30;N;N;null;15.0;1.3;N;N;N;N;N;null;N;N;N;N
_E570;Samsung;2006;4;October;10;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;26;N;N;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_E890;Samsung;2006;4;October;10;N;Y;880;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;32;N;N;null;54.0;1.3;N;N;N;N;N;null;N;N;N;N
_C300;Samsung;2006;4;October;10;N;Y;800;Li-Ion;N;CSTN  65K colors;1.25;25;N;N;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_Z650i;Samsung;2006;4;October;10;N;Y;900;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;N;null;10.0;2.0;N;N;N;N;N;null;N;N;N;N
_D900i;Samsung;2007;null;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;25;N;Y;null;60.0;3.15;Y;Y;N;N;N;null;N;N;N;N
_F520;Samsung;2007;1;February;2;N;Y;null;null;Y;TFT resistive touchscreen  256K colors;1.7647058824;44;N;N;null;null;3.15;N;Y;N;N;N;null;N;N;N;N
_E590;Samsung;2007;1;February;2;N;Y;800;Li-Ion;Y;TFT  256K colors;1.0;26;N;Y;null;90.0;3.15;Y;N;N;N;N;null;N;N;N;N
_P110;Samsung;2007;1;February;2;N;Y;null;null;Y;TFT  65K colors;1.25;32;N;N;null;25.0;null;N;N;Y;N;N;null;N;N;N;N
_U100;Samsung;2007;1;February;2;N;Y;690;Li-Ion;Y;TFT  256K colors;1.25;22;N;N;null;70.0;3.15;N;N;N;N;N;null;N;N;N;N
_F700;Samsung;2007;1;February;2;Y;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.8333333333;44;N;N;null;112.0;3.15;Y;Y;N;N;N;null;N;N;N;N
_U700;Samsung;2007;1;February;2;N;Y;690;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;N;null;40.0;3.15;Y;Y;N;N;N;null;N;N;N;N
_U600;Samsung;2007;1;February;2;N;Y;690;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;Y;null;60.0;3.15;Y;Y;N;N;N;null;N;N;N;N
_U300;Samsung;2007;1;February;2;N;Y;690;Li-Ion;Y;TFT  256K colors;1.3333333333;29;N;N;null;70.0;3.15;N;N;N;N;N;null;N;N;N;N
_E200;Samsung;2007;1;February;2;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;21;N;Y;null;20.0;1.3;N;N;N;N;N;null;N;N;N;N
_C160;Samsung;2007;1;February;2;N;Y;800;Li-Ion;N;CSTN  65K colors;1.0;15;N;Y;null;0.6;null;N;N;N;N;N;null;N;N;N;N
_C260;Samsung;2007;1;February;2;N;Y;750;Li-Ion;N;UFB  65K colors;1.0;18;N;N;null;0.6;null;N;N;N;N;N;null;N;N;N;N
_C250;Samsung;2007;1;February;2;N;Y;800;Li-Ion;N;CSTN  65K colors;1.0;null;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_i710;Samsung;2007;1;February;2;N;Y;1200;Li-Ion;Y;TFT resistive touchscreen  256K colors (65K effective);1.3333333333;38;N;N;null;55.0;2.0;Y;N;N;N;N;null;N;N;N;N
_F510;Samsung;2007;1;February;2;N;Y;null;null;Y;TFT  256K colors;1.3333333333;30;N;N;null;410.0;2.0;N;N;N;N;N;null;N;N;N;N
_i520;Samsung;2007;1;February;2;N;Y;950;Li-Ion;Y;TFT  256K colors;1.3333333333;31;N;N;null;35.0;2.0;N;N;N;N;N;null;N;N;N;N
_E740;Samsung;2007;1;February;2;N;Y;880;Li-Ion;Y;TFT  256K colors;1.25;28;N;Y;null;30.0;2.0;N;N;N;N;N;null;N;N;N;N
_E830;Samsung;2007;1;February;2;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;24;N;Y;null;29.0;2.0;N;N;N;N;N;null;N;N;N;N
_E840;Samsung;2007;1;February;2;N;Y;690;Li-Ion;Y;TFT  256K colors;1.3333333333;28;N;Y;null;70.0;2.0;N;N;N;N;N;null;N;N;N;N
_C140;Samsung;2007;1;January;1;N;Y;800;Li-Ion;N;UFB  65K colors;1.0;17;N;N;null;0.6;null;N;N;N;N;N;null;N;N;N;N
_E790;Samsung;2007;1;January;1;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;34;N;N;null;80.0;2.0;N;N;N;N;N;null;N;N;N;N
_A411;Samsung;2007;2;null;null;N;Y;1000;Li-Ion;Y;TFT  65K colors;1.25;27;N;N;null;54.0;null;N;N;Y;N;N;null;N;N;N;N
_Z630;Samsung;2007;2;null;null;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;28;N;N;null;28.0;2.0;N;Y;N;N;N;null;N;N;N;N
_C520;Samsung;2007;2;April;4;N;Y;750;Li-Ion;N;TFT  65K colors;1.25;23;N;Y;null;0.6;null;N;N;Y;N;N;null;N;N;N;N
_Z240;Samsung;2007;2;April;4;N;Y;900;Li-Ion;Y;TFT  65K colors;1.25;29;N;N;null;58.0;1.3;N;N;N;N;N;null;N;N;N;N
_J600;Samsung;2007;2;April;4;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;26;N;Y;null;20.0;1.3;N;N;N;N;N;null;N;N;N;N
_A727;Samsung;2007;2;June;6;N;Y;1000;Li-Ion;Y;TFT  65K colors;1.25;22;N;N;null;30.0;1.3;N;N;N;N;N;null;N;N;N;N
_E950;Samsung;2007;2;June;6;N;Y;800;Li-Ion;Y;TFT  256K colors;1.3333333333;27;N;Y;null;60.0;3.15;N;Y;N;N;N;null;N;N;N;N
_T409;Samsung;2007;2;June;6;N;Y;880;Li-Ion;Y;TFT  65K colors;1.3333333333;29;N;N;null;21.0;1.3;N;N;N;N;N;null;N;N;N;N
_A717;Samsung;2007;2;June;6;N;Y;1000;Li-Ion;Y;TFT  256K colors;1.3333333333;null;N;N;null;26.0;2.0;Y;N;N;N;N;null;N;N;N;N
_i620;Samsung;2007;2;June;6;N;Y;1200;Li-Ion;Y;TFT  65K colors;1.3333333333;26;N;N;64.0;80.0;2.0;N;Y;N;N;N;null;N;N;N;N
_F200;Samsung;2007;2;June;6;N;Y;null;null;Y;TFT  256K colors;1.71875;20;N;Y;null;5.0;null;N;N;N;N;N;null;N;N;N;N
_F210;Samsung;2007;2;June;6;N;Y;750;Li-Ion;Y;TFT  256K colors;1.71875;22;N;Y;null;1000.0;2.0;N;N;N;N;N;null;N;N;N;N
_M300;Samsung;2007;2;May;5;N;Y;700;Li-Ion;N;TFT  65K colors;1.25;25;N;Y;null;0.6;null;N;N;Y;N;N;null;N;N;N;N
_C170;Samsung;2007;2;May;5;N;Y;730;Li-Ion;N;CSTN  65K colors;1.0;16;N;Y;null;0.6;null;N;N;N;N;N;null;N;N;N;N
_M600;Samsung;2007;3;null;null;N;Y;800;Li-Ion;N;TFT  65K colors;1.3333333333;23;N;Y;null;5.0;null;N;N;Y;N;N;null;N;N;N;N
_E230;Samsung;2007;3;August;8;N;Y;750;Li-Ion;Y;TFT  65K colors;1.25;27;N;N;null;10.0;null;N;N;Y;N;N;null;N;N;N;N
_E210;Samsung;2007;3;August;8;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;27;N;Y;null;17.0;1.3;N;N;N;N;N;null;N;N;N;N
_T729 Blast;Samsung;2007;3;August;8;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;30;N;N;null;11.0;1.3;N;N;N;N;N;null;N;N;N;N
_F330;Samsung;2007;3;August;8;N;Y;null;null;Y;TFT  256K colors;1.3333333333;27;N;Y;null;24.0;2.0;N;N;N;N;N;null;N;N;N;N
_C450;Samsung;2007;3;July;7;N;Y;800;Li-Ion;N;TFT  65K colors;1.0;16;N;Y;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_A437;Samsung;2007;3;July;7;N;Y;900;Li-Ion;Y;TFT  65K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_Z170;Samsung;2007;3;July;7;N;Y;880;Li-Po;Y;TFT  256K colors;1.25;17;N;N;null;55.0;1.3;N;N;N;N;N;null;N;N;N;N
_G600;Samsung;2007;3;July;7;N;Y;880;Li-Ion;Y;TFT  16M colors;1.3333333333;31;N;Y;null;55.0;5.0;Y;Y;N;N;N;null;N;N;N;N
_S730i;Samsung;2007;3;July;7;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;25;N;N;null;80.0;2.0;N;Y;N;N;N;null;N;N;N;N
_C180;Samsung;2007;3;July;7;N;Y;730;Li-Ion;Y;CSTN  65K colors;1.0;16;N;N;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_A117;Samsung;2007;3;July;7;N;Y;800;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_L760;Samsung;2007;3;July;7;N;Y;null;null;Y;TFT  256K colors;1.25;26;N;Y;null;40.0;2.0;N;N;N;N;N;null;N;N;N;N
_P260;Samsung;2007;3;July;7;N;Y;960;Li-Ion;Y;TFT  256K colors;1.25;25;N;N;null;25.0;2.0;N;N;N;N;N;null;N;N;N;N
_L600;Samsung;2007;3;July;7;N;Y;500;Li-Ion;Y;TFT  256K colors;1.25;26;N;Y;null;20.0;2.0;N;N;N;N;N;null;N;N;N;N
_T429;Samsung;2007;3;September;9;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;25;N;N;null;3.0;null;Y;N;Y;N;N;null;N;N;N;N
_A517;Samsung;2007;3;September;9;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;null;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_Armani;Samsung;2007;3;September;9;N;Y;880;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.3333333333;43;N;N;null;60.0;3.15;N;N;N;N;N;null;N;N;N;N
_A711;Samsung;2007;3;September;9;N;Y;null;null;Y;TFT  256K colors;1.3333333333;32;N;N;null;48.0;2.0;N;N;N;N;N;null;N;N;N;N
_SPH-i325 Ace;Samsung;2007;4;December;12;N;Y;1300;Li-Ion;Y;TFT  65K colors;1.3333333333;23;Y;N;96.0;192.0;1.3;N;N;N;N;N;null;N;N;N;N
_T439;Samsung;2007;4;November;11;N;Y;800;Li-Ion;Y;UFB  65K colors;1.25;null;N;N;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_T739 Katalyst;Samsung;2007;4;November;11;N;Y;960;Li-Ion;Y;TFT  256K colors;1.25;27;N;N;null;5.0;1.3;N;N;N;N;N;null;N;N;N;N
_A127;Samsung;2007;4;October;10;N;Y;800;Li-Ion;N;CSTN  65K colors;1.25;null;N;N;null;null;null;N;N;Y;N;N;null;N;N;N;N
_C500;Samsung;2007;4;October;10;N;Y;800;Li-Ion;N;TFT  65K colors;1.25;26;N;N;null;2.0;null;N;N;Y;N;N;null;N;N;N;N
_M610;Samsung;2007;4;October;10;N;Y;800;Li-Ion;Y;CSTN  65K colors;1.25;22;N;Y;null;5.0;null;N;N;Y;N;N;null;N;N;N;N
_D880 Duos;Samsung;2007;4;October;10;N;Y;1200;Li-Ion;Y;TFT  256K colors;1.3333333333;30;N;Y;null;60.0;3.15;Y;N;N;N;N;null;N;N;N;N
_A737;Samsung;2007;4;October;10;N;Y;null;null;Y;TFT  256K colors;1.25;26;N;N;null;50.0;1.3;N;N;N;N;N;null;N;N;N;N
_T539 Beat;Samsung;2007;4;October;10;N;Y;800;Li-Ion;Y;TFT  65K colors;1.3333333333;29;N;N;null;30.0;1.3;N;N;N;N;N;null;N;N;N;N
_T639;Samsung;2007;4;October;10;N;Y;880;Li-Ion;Y;TFT  256K colors;1.25;42;N;N;null;30.0;1.3;N;N;N;N;N;null;N;N;N;N
_i617 BlackJack II;Samsung;2007;4;October;10;N;Y;1700;Li-Ion;Y;TFT  65K colors;1.3333333333;25;Y;N;128.0;256.0;2.0;N;N;N;N;N;null;N;N;N;N
_G800;Samsung;2007;4;October;10;N;Y;null;Li-Ion;Y;TFT  256K colors;1.3333333333;34;N;Y;null;160.0;5.0;Y;N;N;N;N;null;N;N;N;N
_Serenata;Samsung;2007;4;October;10;N;Y;1000;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.0;23;N;N;null;4000.0;null;N;N;N;N;N;null;N;N;N;N
_C275;Samsung;2008;null;null;null;N;Y;null;null;N;CSTN  65K colors;1.0;18;N;Y;null;0.6;null;N;N;N;N;N;null;N;N;N;N
_C270;Samsung;2008;null;null;null;N;Y;750;Li-Ion;N;CSTN  65K colors;1.0;18;N;N;null;0.6;null;N;N;N;N;N;null;N;N;N;N
_V820L;Samsung;2008;null;null;null;N;Y;null;null;Y;TFT  256K colors;1.3333333333;39;N;N;null;28.0;2.0;Y;Y;N;N;N;null;N;N;N;N
_T119;Samsung;2008;null;null;null;N;Y;1000;Li-Ion;N;CSTN  65K colors;1.0;18;N;N;null;5.0;null;N;N;N;N;N;null;N;N;N;N
_T219;Samsung;2008;null;null;null;N;Y;800;Li-Ion;Y;CSTN  65K colors;1.25;21;N;N;null;3.0;null;N;N;N;N;N;null;N;N;N;N
_E251;Samsung;2008;1;February;2;N;Y;null;null;Y;TFT  65K colors;1.25;25;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_F400;Samsung;2008;1;February;2;Y;Y;960;Li-Ion;Y;TFT  256K colors;1.3333333333;30;N;Y;null;24.0;3.15;Y;Y;N;N;N;null;N;N;N;N
_J150;Samsung;2008;1;February;2;N;Y;null;null;Y;TFT  256K colors;1.25;22;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_P960;Samsung;2008;1;February;2;N;Y;1200;Li-Ion;Y;TFT  256K colors;1.3333333333;38;N;Y;null;90.0;3.15;N;Y;N;N;N;null;N;N;N;N
_J700;Samsung;2008;1;February;2;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;26;N;Y;null;10.0;1.3;N;N;N;N;N;null;N;N;N;N
_F480;Samsung;2008;1;February;2;N;Y;1000;Li-Ion;Y;TFT capacitive touchscreen  256K colors;1.3333333333;44;N;Y;null;232.0;5.0;Y;Y;N;N;N;null;N;N;N;N
_U900 Soul;Samsung;2008;1;February;2;N;Y;880;Li-Ion;Y;TFT  16M colors;1.3333333333;28;N;Y;null;128.0;5.0;Y;Y;N;N;N;null;N;N;N;N
_L770;Samsung;2008;1;February;2;N;Y;880;Li-Ion;Y;TFT  256K colors;1.3333333333;27;N;Y;null;30.0;2.0;N;Y;N;N;N;null;N;N;N;N
_i640;Samsung;2008;1;February;2;N;Y;1000;Li-Ion;Y;TFT  65K colors;1.3333333333;31;N;N;64.0;128.0;2.0;N;N;N;N;N;null;N;N;N;N
_G810;Samsung;2008;1;February;2;Y;Y;1200;Li-Ion;Y;TFT  256K colors;1.3333333333;38;Y;Y;null;130.0;5.0;Y;N;N;N;N;null;N;N;N;N
_B500;Samsung;2008;1;February;2;N;Y;null;Li-Ion;N;CSTN  65K colors;1.25;23;N;Y;null;1.0;null;N;N;N;N;N;null;N;N;N;N
_A746;Samsung;2008;1;February;2;N;Y;null;null;Y;TFT  256K colors;1.25;29;N;N;null;50.0;2.0;N;N;N;N;N;null;N;N;N;N
_i200;Samsung;2008;1;February;2;N;Y;null;null;Y;TFT  256K colors (65K effective);1.3333333333;27;N;N;null;null;2.0;N;N;N;N;N;null;N;N;N;N
_J630;Samsung;2008;1;February;2;N;Y;null;null;Y;TFT  256K colors;1.25;30;N;N;null;40.0;2.0;N;N;N;N;N;null;N;N;N;N
_J210;Samsung;2008;1;February;2;N;Y;null;null;Y;TFT  256K colors;1.25;22;N;Y;null;40.0;2.0;N;N;N;N;N;null;N;N;N;N
_M110;Samsung;2008;1;January;1;N;Y;1000;Li-Ion;Y;CSTN  65K colors;1.0;14;N;Y;null;2.0;null;N;Y;Y;N;N;null;N;N;N;N
_J400;Samsung;2008;1;January;1;N;Y;820;Li-Ion;Y;TFT  256K colors;1.25;25;N;N;null;8.0;1.3;N;N;N;N;N;null;N;N;N;N
_T819;Samsung;2008;1;January;1;N;Y;1000;Li-Ion;Y;TFT  256K colors;1.25;26;N;N;null;30.0;1.3;N;N;N;N;N;null;N;N;N;N
_F490;Samsung;2008;1;January;1;Y;Y;880;Li-Ion;Y;TFT resistive touchscreen  256K colors;1.8;48;N;N;null;130.0;5.0;Y;Y;N;N;N;null;N;N;N;N
_B100;Samsung;2008;1;January;1;N;Y;1000;Li-Ion;N;CSTN  65K colors;1.0;16;N;N;null;2.0;null;N;N;N;N;N;null;N;N;N;N
_L170;Samsung;2008;1;January;1;N;Y;880;Li-Ion;Y;TFT  256K colors;1.25;17;N;Y;null;21.0;2.0;Y;N;N;N;N;null;N;N;N;N
_L320;Samsung;2008;1;January;1;N;Y;null;null;Y;TFT  65K colors;1.25;28;N;N;null;20.0;2.0;N;N;N;N;N;null;N;N;N;N
_L310;Samsung;2008;1;January;1;N;Y;null;null;Y;TFT  65K colors;1.25;24;N;Y;null;20.0;2.0;N;N;N;N;N;null;N;N;N;N
_G400 Soul;Samsung;2008;1;March;3;N;Y;null;Li-Ion;Y;TFT  256K colors;1.3333333333;28;N;Y;null;120.0;5.0;Y;Y;N;N;N;null;N;N;N;N
_F110;Samsung;2008;1;March;3;N;Y;800;Li-Ion;Y;TFT  256K colors;1.25;27;N;Y;null;1000.0;2.0;N;N;N;N;N;null;N;N;N;N
_Z360;Samsung;2008;2;null;null;N;Y;900;Li-Ion;Y;TFT  256K colors;1.25;30;N;N;null;30.0;1.3;N;N;N;N;N;null;N;N;N;N
_B110;Samsung;2008;2;April;4;N;Y;800;Li-Ion;N;CSTN  65K colors;1.0;16;N;N;null;0.6;null;N;N;N;N;N;null;N;N;N;N
_A827 Access;Samsung;2008;2;April;4;N;Y;1300;Li-Ion;Y;TFT  65K colors;1.3333333333;24;N;N;null;100.0;1.3;N;N;N;N;N;null;N;N;N;N
_M620;Samsung;2008;2;April;4;N;Y;800;Li-Ion;Y;TFT  65K colors;1.25;24;N;Y;null;20.0;null;N;N;Y;N;N;null;N;N;N;N
_B200;Samsung;2008;2;April;4;N;Y;1000;Li-Ion;N;CSTN  65K colors;1.0;16;N;Y;null;2.0;null;N;N;N;N;N;null;N;N;N;N
